E,v,L,w1,w2,t1,t2,P,x,yout
2.10E+11,0.3,1.8,0.125,0.1,0.006,0.008,2500,0.9,0.00065061
2.35E+11,0.313,1.2,0.15,0.1,0.006,0.008,2500,0.6,0.00012698
2.00E+11,0.287,1.2,0.175,0.1,0.006,0.008,2500,0.6,0.00010668
2.13E+11,0.303,3.6,0.175,0.1,0.006,0.008,2500,1.8,0.0022852
2.40E+11,0.3,3,0.2,0.1,0.006,0.008,2500,1.5,0.00089256
2.10E+11,0.29,2.4,0.1,0.125,0.006,0.008,2500,1.2,0.0022413
2.35E+11,0.287,2.4,0.125,0.125,0.006,0.008,2500,1.2,0.0011586
2.00E+11,0.3,1.8,0.15,0.125,0.006,0.008,2500,0.9,0.00039442
2.13E+11,0.313,1.2,0.175,0.125,0.006,0.008,2500,0.6,9.04E-05
2.40E+11,0.29,3.6,0.175,0.125,0.006,0.008,2500,1.8,0.0016926
2.10E+11,0.303,3.6,0.2,0.125,0.006,0.008,2500,1.8,0.0014412
2.35E+11,0.3,3,0.1,0.15,0.006,0.008,2500,1.5,0.0035378
2.00E+11,0.29,2.4,0.125,0.15,0.006,0.008,2500,1.2,0.0012367
2.13E+11,0.287,2.4,0.15,0.15,0.006,0.008,2500,1.2,0.00074896
2.40E+11,0.303,1.8,0.175,0.15,0.006,0.008,2500,0.9,0.00021067
2.10E+11,0.313,1.2,0.2,0.15,0.006,0.008,2500,0.6,6.46E-05
2.35E+11,0.29,3.6,0.2,0.15,0.006,0.008,2500,1.8,0.0011219
2.00E+11,0.303,3.6,0.1,0.175,0.006,0.008,2500,1.8,0.0066688
2.13E+11,0.3,3,0.125,0.175,0.006,0.008,2500,1.5,0.0020593
2.40E+11,0.313,2.4,0.15,0.175,0.006,0.008,2500,1.2,0.00061544
2.10E+11,0.287,2.4,0.175,0.175,0.006,0.008,2500,1.2,0.000488
2.35E+11,0.303,1.8,0.2,0.175,0.006,0.008,2500,0.9,0.00014863
2.00E+11,0.313,1.2,0.1,0.2,0.006,0.008,2500,0.6,0.00028523
2.13E+11,0.29,3.6,0.1,0.2,0.006,0.008,2500,1.8,0.0059483
2.40E+11,0.287,3.6,0.125,0.2,0.006,0.008,2500,1.8,0.0029354
2.10E+11,0.3,3,0.15,0.2,0.006,0.008,2500,1.5,0.0012458
2.35E+11,0.313,2.4,0.175,0.2,0.006,0.008,2500,1.2,0.00040939
2.00E+11,0.287,2.4,0.2,0.2,0.006,0.008,2500,1.2,0.00035226
2.13E+11,0.303,1.8,0.1,0.075,0.007,0.008,2500,0.9,0.0011702
2.40E+11,0.3,1.2,0.125,0.075,0.007,0.008,2500,0.6,0.00019487
2.10E+11,0.29,3.6,0.125,0.075,0.007,0.008,2500,1.8,0.0055729
2.35E+11,0.287,3.6,0.15,0.075,0.007,0.008,2500,1.8,0.0033604
2.00E+11,0.3,3,0.175,0.075,0.007,0.008,2500,1.5,0.0016556
2.13E+11,0.313,2.4,0.2,0.075,0.007,0.008,2500,1.2,0.00060051
2.40E+11,0.29,1.8,0.1,0.1,0.007,0.008,2500,0.9,0.00086617
2.10E+11,0.303,1.8,0.125,0.1,0.007,0.008,2500,0.9,0.00058542
2.35E+11,0.3,1.2,0.15,0.1,0.007,0.008,2500,0.6,0.00011163
2.00E+11,0.29,3.6,0.15,0.1,0.007,0.008,2500,1.8,0.0030795
2.13E+11,0.287,3.6,0.175,0.1,0.007,0.008,2500,1.8,0.0020591
2.40E+11,0.303,3,0.2,0.1,0.007,0.008,2500,1.5,0.0007989
2.10E+11,0.313,2.4,0.1,0.125,0.007,0.008,2500,1.2,0.002031
2.35E+11,0.29,1.8,0.125,0.125,0.007,0.008,2500,0.9,0.00045932
2.00E+11,0.303,1.8,0.15,0.125,0.007,0.008,2500,0.9,0.00035355
2.13E+11,0.3,1.2,0.175,0.125,0.007,0.008,2500,0.6,7.89E-05
2.40E+11,0.313,3.6,0.175,0.125,0.007,0.008,2500,1.8,0.00153
2.10E+11,0.287,3.6,0.2,0.125,0.007,0.008,2500,1.8,0.0012974
2.35E+11,0.303,3,0.1,0.15,0.007,0.008,2500,1.5,0.0032027
2.00E+11,0.313,2.4,0.125,0.15,0.007,0.008,2500,1.2,0.001119
2.13E+11,0.29,1.8,0.15,0.15,0.007,0.008,2500,0.9,0.00030103
2.40E+11,0.287,1.8,0.175,0.15,0.007,0.008,2500,0.9,0.00018766
2.10E+11,0.3,1.2,0.2,0.15,0.007,0.008,2500,0.6,5.60E-05
2.35E+11,0.313,3.6,0.2,0.15,0.007,0.008,2500,1.8,0.001013
2.00E+11,0.287,3.6,0.1,0.175,0.007,0.008,2500,1.8,0.0060283
2.13E+11,0.303,3,0.125,0.175,0.007,0.008,2500,1.5,0.0018629
2.40E+11,0.3,2.4,0.15,0.175,0.007,0.008,2500,1.2,0.00055443
2.10E+11,0.29,1.8,0.175,0.175,0.007,0.008,2500,0.9,0.00019919
2.35E+11,0.287,1.8,0.2,0.175,0.007,0.008,2500,0.9,0.00013176
2.00E+11,0.3,1.2,0.1,0.2,0.007,0.008,2500,0.6,0.00025484
2.13E+11,0.313,3.6,0.1,0.2,0.007,0.008,2500,1.8,0.0053744
2.40E+11,0.29,3,0.125,0.2,0.007,0.008,2500,1.5,0.0015591
2.10E+11,0.303,3,0.15,0.2,0.007,0.008,2500,1.5,0.0011258
2.35E+11,0.3,2.4,0.175,0.2,0.007,0.008,2500,1.2,0.00036778
2.00E+11,0.29,1.8,0.2,0.2,0.007,0.008,2500,0.9,0.00014619
2.13E+11,0.287,1.8,0.1,0.075,0.008,0.008,2500,0.9,0.0010667
2.40E+11,0.303,1.2,0.125,0.075,0.008,0.008,2500,0.6,0.00017488
2.10E+11,0.313,3.6,0.125,0.075,0.008,0.008,2500,1.8,0.0050902
2.35E+11,0.29,3,0.15,0.075,0.008,0.008,2500,1.5,0.001772
2.00E+11,0.303,3,0.175,0.075,0.008,0.008,2500,1.5,0.0014973
2.13E+11,0.3,2.4,0.2,0.075,0.008,0.008,2500,1.2,0.00053844
2.40E+11,0.313,1.8,0.1,0.1,0.008,0.008,2500,0.9,0.00079234
2.10E+11,0.287,1.8,0.125,0.1,0.008,0.008,2500,0.9,0.00053213
2.35E+11,0.303,1.2,0.15,0.1,0.008,0.008,2500,0.6,9.97E-05
2.00E+11,0.313,3.6,0.15,0.1,0.008,0.008,2500,1.8,0.0028144
2.13E+11,0.29,3,0.175,0.1,0.008,0.008,2500,1.5,0.0010911
2.40E+11,0.287,3,0.2,0.1,0.008,0.008,2500,1.5,0.00072312
2.10E+11,0.3,2.4,0.1,0.125,0.008,0.008,2500,1.2,0.0018601
2.35E+11,0.313,1.8,0.125,0.125,0.008,0.008,2500,0.9,0.00041905
2.00E+11,0.287,1.8,0.15,0.125,0.008,0.008,2500,0.9,0.00032013
2.13E+11,0.303,1.2,0.175,0.125,0.008,0.008,2500,0.6,7.00E-05
2.40E+11,0.3,3.6,0.175,0.125,0.008,0.008,2500,1.8,0.0013964
2.10E+11,0.29,3,0.2,0.125,0.008,0.008,2500,1.5,0.00069041
2.35E+11,0.287,3,0.1,0.15,0.008,0.008,2500,1.5,0.0029353
2.00E+11,0.3,2.4,0.125,0.15,0.008,0.008,2500,1.2,0.0010228
2.13E+11,0.313,1.8,0.15,0.15,0.008,0.008,2500,0.9,0.00027381
2.40E+11,0.29,1.2,0.175,0.15,0.008,0.008,2500,0.6,5.80E-05
2.10E+11,0.303,1.2,0.2,0.15,0.008,0.008,2500,0.6,4.94E-05
2.35E+11,0.3,3.6,0.2,0.15,0.008,0.008,2500,1.8,0.00092333
2.00E+11,0.29,3,0.1,0.175,0.008,0.008,2500,1.5,0.0032282
2.13E+11,0.287,3,0.125,0.175,0.008,0.008,2500,1.5,0.0017054
2.40E+11,0.303,2.4,0.15,0.175,0.008,0.008,2500,1.2,0.00050606
2.10E+11,0.313,1.8,0.175,0.175,0.008,0.008,2500,0.9,0.00018058
2.35E+11,0.29,1.2,0.2,0.175,0.008,0.008,2500,0.6,4.22E-05
2.00E+11,0.303,1.2,0.1,0.2,0.008,0.008,2500,0.6,0.00023146
2.13E+11,0.3,3.6,0.1,0.2,0.008,0.008,2500,1.8,0.0049201
2.40E+11,0.313,3,0.125,0.2,0.008,0.008,2500,1.5,0.0014288
2.10E+11,0.287,3,0.15,0.2,0.008,0.008,2500,1.5,0.001029
2.35E+11,0.303,2.4,0.175,0.2,0.008,0.008,2500,1.2,0.00033488
2.00E+11,0.313,1.8,0.2,0.2,0.008,0.008,2500,0.9,0.00013208
2.13E+11,0.29,1.2,0.1,0.075,0.009,0.008,2500,0.6,0.00030071
2.40E+11,0.287,1.2,0.125,0.075,0.009,0.008,2500,0.6,0.00015848
2.10E+11,0.3,3.6,0.125,0.075,0.009,0.008,2500,1.8,0.0046837
2.35E+11,0.313,3,0.15,0.075,0.009,0.008,2500,1.5,0.0016231
2.00E+11,0.287,3,0.175,0.075,0.009,0.008,2500,1.5,0.0013663
2.13E+11,0.303,2.4,0.2,0.075,0.009,0.008,2500,1.2,0.00048789
2.40E+11,0.3,1.8,0.1,0.1,0.009,0.008,2500,0.9,0.00073002
2.10E+11,0.29,1.2,0.125,0.1,0.009,0.008,2500,0.6,0.0001539
2.35E+11,0.287,1.2,0.15,0.1,0.009,0.008,2500,0.6,8.98E-05
2.00E+11,0.3,3.6,0.15,0.1,0.009,0.008,2500,1.8,0.0025919
2.13E+11,0.313,3,0.175,0.1,0.009,0.008,2500,1.5,0.0010008
2.40E+11,0.29,2.4,0.2,0.1,0.009,0.008,2500,1.2,0.00033931
2.10E+11,0.303,2.4,0.1,0.125,0.009,0.008,2500,1.2,0.0017201
2.35E+11,0.3,1.8,0.125,0.125,0.009,0.008,2500,0.9,0.00038491
2.00E+11,0.29,1.2,0.15,0.125,0.009,0.008,2500,0.6,9.54E-05
2.13E+11,0.287,1.2,0.175,0.125,0.009,0.008,2500,0.6,6.27E-05
2.40E+11,0.303,3.6,0.175,0.125,0.009,0.008,2500,1.8,0.0012858
2.10E+11,0.313,3,0.2,0.125,0.009,0.008,2500,1.5,0.00063299
2.35E+11,0.29,2.4,0.1,0.15,0.009,0.008,2500,1.2,0.0014113
2.00E+11,0.303,2.4,0.125,0.15,0.009,0.008,2500,1.2,0.00094413
2.13E+11,0.3,1.8,0.15,0.15,0.009,0.008,2500,0.9,0.00025059
2.40E+11,0.313,1.2,0.175,0.15,0.009,0.008,2500,0.6,5.24E-05
2.10E+11,0.287,1.2,0.2,0.15,0.009,0.008,2500,0.6,4.40E-05
2.35E+11,0.303,3.6,0.2,0.15,0.009,0.008,2500,1.8,0.00084945
2.00E+11,0.313,3,0.1,0.175,0.009,0.008,2500,1.5,0.0029895
2.13E+11,0.29,2.4,0.125,0.175,0.009,0.008,2500,1.2,0.00082471
2.40E+11,0.287,2.4,0.15,0.175,0.009,0.008,2500,1.2,0.00046567
2.10E+11,0.3,1.8,0.175,0.175,0.009,0.008,2500,0.9,0.00016462
2.35E+11,0.313,1.2,0.2,0.175,0.009,0.008,2500,0.6,3.80E-05
2.00E+11,0.287,1.2,0.1,0.2,0.009,0.008,2500,0.6,0.00021187
2.13E+11,0.303,3.6,0.1,0.2,0.009,0.008,2500,1.8,0.0045535
2.40E+11,0.3,3,0.125,0.2,0.009,0.008,2500,1.5,0.0013203
2.10E+11,0.29,2.4,0.15,0.2,0.009,0.008,2500,1.2,0.0005009
2.35E+11,0.287,2.4,0.175,0.2,0.009,0.008,2500,1.2,0.00030735
2.00E+11,0.3,1.8,0.2,0.2,0.009,0.008,2500,0.9,0.00011991
2.13E+11,0.313,1.2,0.1,0.075,0.01,0.008,2500,0.6,0.00027729
2.40E+11,0.29,3.6,0.1,0.075,0.01,0.008,2500,1.8,0.0063389
2.10E+11,0.303,3.6,0.125,0.075,0.01,0.008,2500,1.8,0.0043367
2.35E+11,0.3,3,0.15,0.075,0.01,0.008,2500,1.5,0.0014965
2.00E+11,0.29,2.4,0.175,0.075,0.01,0.008,2500,1.2,0.00063902
2.13E+11,0.287,2.4,0.2,0.075,0.01,0.008,2500,1.2,0.00044604
2.40E+11,0.303,1.8,0.1,0.1,0.01,0.008,2500,0.9,0.0006778
2.10E+11,0.313,1.2,0.125,0.1,0.01,0.008,2500,0.6,0.00014154
2.35E+11,0.29,3.6,0.125,0.1,0.01,0.008,2500,1.8,0.0031257
2.00E+11,0.303,3.6,0.15,0.1,0.01,0.008,2500,1.8,0.0024033
2.13E+11,0.3,3,0.175,0.1,0.01,0.008,2500,1.5,0.00092416
2.40E+11,0.313,2.4,0.2,0.1,0.01,0.008,2500,1.2,0.0003116
2.10E+11,0.287,2.4,0.1,0.125,0.01,0.008,2500,1.2,0.0016011
2.35E+11,0.303,1.8,0.125,0.125,0.01,0.008,2500,0.9,0.00035656
2.00E+11,0.313,1.2,0.15,0.125,0.01,0.008,2500,0.6,8.74E-05
2.13E+11,0.29,3.6,0.15,0.125,0.01,0.008,2500,1.8,0.0019271
2.40E+11,0.287,3.6,0.175,0.125,0.01,0.008,2500,1.8,0.0011918
2.10E+11,0.3,3,0.2,0.125,0.01,0.008,2500,1.5,0.0005843
2.35E+11,0.313,2.4,0.1,0.15,0.01,0.008,2500,1.2,0.0013159
2.00E+11,0.287,2.4,0.125,0.15,0.01,0.008,2500,1.2,0.00087722
2.13E+11,0.303,1.8,0.15,0.15,0.01,0.008,2500,0.9,0.0002315
2.40E+11,0.3,1.2,0.175,0.15,0.01,0.008,2500,0.6,4.75E-05
2.10E+11,0.29,3.6,0.175,0.15,0.01,0.008,2500,1.8,0.0012054
2.35E+11,0.287,3.6,0.2,0.15,0.01,0.008,2500,1.8,0.00078678
2.00E+11,0.3,3,0.1,0.175,0.01,0.008,2500,1.5,0.0027869
2.13E+11,0.313,2.4,0.125,0.175,0.01,0.008,2500,1.2,0.00076795
2.40E+11,0.29,1.8,0.15,0.175,0.01,0.008,2500,0.9,0.00019156
2.10E+11,0.303,1.8,0.175,0.175,0.01,0.008,2500,0.9,0.00015161
2.35E+11,0.3,1.2,0.2,0.175,0.01,0.008,2500,0.6,3.43E-05
2.00E+11,0.29,3.6,0.2,0.175,0.01,0.008,2500,1.8,0.0008379
2.13E+11,0.287,3.6,0.1,0.2,0.01,0.008,2500,1.8,0.0042463
2.40E+11,0.303,3,0.125,0.2,0.01,0.008,2500,1.5,0.0012301
2.10E+11,0.313,2.4,0.15,0.2,0.01,0.008,2500,1.2,0.00046571
2.35E+11,0.29,1.8,0.175,0.2,0.01,0.008,2500,0.9,0.0001281
2.00E+11,0.303,1.8,0.2,0.2,0.01,0.008,2500,0.9,0.00011008
2.13E+11,0.3,1.2,0.1,0.075,0.011,0.008,2500,0.6,0.00025692
2.40E+11,0.313,3.6,0.1,0.075,0.011,0.008,2500,1.8,0.0059174
2.10E+11,0.287,3.6,0.125,0.075,0.011,0.008,2500,1.8,0.004035
2.35E+11,0.303,3,0.15,0.075,0.011,0.008,2500,1.5,0.0013873
2.00E+11,0.313,2.4,0.175,0.075,0.011,0.008,2500,1.2,0.00058949
2.13E+11,0.29,1.8,0.2,0.075,0.011,0.008,2500,0.9,0.00016807
2.40E+11,0.287,1.8,0.1,0.1,0.011,0.008,2500,0.9,0.00063258
2.10E+11,0.3,1.2,0.125,0.1,0.011,0.008,2500,0.6,0.00013076
2.35E+11,0.313,3.6,0.125,0.1,0.011,0.008,2500,1.8,0.0029216
2.00E+11,0.287,3.6,0.15,0.1,0.011,0.008,2500,1.8,0.0022404
2.13E+11,0.303,3,0.175,0.1,0.011,0.008,2500,1.5,0.00085869
2.40E+11,0.3,2.4,0.2,0.1,0.011,0.008,2500,1.2,0.00028812
2.10E+11,0.29,1.8,0.1,0.125,0.011,0.008,2500,0.9,0.00064689
2.35E+11,0.287,1.8,0.125,0.125,0.011,0.008,2500,0.9,0.00033206
2.00E+11,0.3,1.2,0.15,0.125,0.011,0.008,2500,0.6,8.04E-05
2.13E+11,0.313,3.6,0.15,0.125,0.011,0.008,2500,1.8,0.0018014
2.40E+11,0.29,3,0.175,0.125,0.011,0.008,2500,1.5,0.00064715
2.10E+11,0.303,3,0.2,0.125,0.011,0.008,2500,1.5,0.00054298
2.35E+11,0.3,2.4,0.1,0.15,0.011,0.008,2500,1.2,0.0012328
2.00E+11,0.29,1.8,0.125,0.15,0.011,0.008,2500,0.9,0.00035783
2.13E+11,0.287,1.8,0.15,0.15,0.011,0.008,2500,0.9,0.000215
2.40E+11,0.303,1.2,0.175,0.15,0.011,0.008,2500,0.6,4.36E-05
2.10E+11,0.313,3.6,0.175,0.15,0.011,0.008,2500,1.8,0.0011263
2.35E+11,0.29,3,0.2,0.15,0.011,0.008,2500,1.5,0.00042853
2.00E+11,0.303,3,0.1,0.175,0.011,0.008,2500,1.5,0.0026152
2.13E+11,0.3,2.4,0.125,0.175,0.011,0.008,2500,1.2,0.00071825
2.40E+11,0.313,1.8,0.15,0.175,0.011,0.008,2500,0.9,0.00017859
2.10E+11,0.287,1.8,0.175,0.175,0.011,0.008,2500,0.9,0.00014037
2.35E+11,0.303,1.2,0.2,0.175,0.011,0.008,2500,0.6,3.13E-05
2.00E+11,0.313,3.6,0.2,0.175,0.011,0.008,2500,1.8,0.00078239
2.13E+11,0.29,3,0.1,0.2,0.011,0.008,2500,1.5,0.0023275
2.40E+11,0.287,3,0.125,0.2,0.011,0.008,2500,1.5,0.0011524
2.10E+11,0.3,2.4,0.15,0.2,0.011,0.008,2500,1.2,0.00043472
2.35E+11,0.313,1.8,0.175,0.2,0.011,0.008,2500,0.9,0.00011916
2.00E+11,0.287,1.8,0.2,0.2,0.011,0.008,2500,0.9,0.00010159
2.13E+11,0.303,1.2,0.1,0.075,0.012,0.008,2500,0.6,0.00023946
2.40E+11,0.3,3.6,0.1,0.075,0.012,0.008,2500,1.8,0.0055448
2.10E+11,0.29,3,0.125,0.075,0.012,0.008,2500,1.5,0.0021827
2.35E+11,0.287,3,0.15,0.075,0.012,0.008,2500,1.5,0.0012916
2.00E+11,0.3,2.4,0.175,0.075,0.012,0.008,2500,1.2,0.00054675
2.13E+11,0.313,1.8,0.2,0.075,0.012,0.008,2500,0.9,0.00015482
2.40E+11,0.29,1.2,0.1,0.1,0.012,0.008,2500,0.6,0.00018344
2.10E+11,0.303,1.2,0.125,0.1,0.012,0.008,2500,0.6,0.0001217
2.35E+11,0.3,3.6,0.125,0.1,0.012,0.008,2500,1.8,0.0027419
2.00E+11,0.29,3,0.15,0.1,0.012,0.008,2500,1.5,0.0012173
2.13E+11,0.287,3,0.175,0.1,0.012,0.008,2500,1.5,0.00080179
2.40E+11,0.303,2.4,0.2,0.1,0.012,0.008,2500,1.2,0.00026795
2.10E+11,0.313,1.8,0.1,0.125,0.012,0.008,2500,0.9,0.00060847
2.35E+11,0.29,1.2,0.125,0.125,0.012,0.008,2500,0.6,9.85E-05
2.00E+11,0.303,1.2,0.15,0.125,0.012,0.008,2500,0.6,7.46E-05
2.13E+11,0.3,3.6,0.15,0.125,0.012,0.008,2500,1.8,0.0016908
2.40E+11,0.313,3,0.175,0.125,0.012,0.008,2500,1.5,0.00060603
2.10E+11,0.287,3,0.2,0.125,0.012,0.008,2500,1.5,0.00050718
2.35E+11,0.303,2.4,0.1,0.15,0.012,0.008,2500,1.2,0.0011613
2.00E+11,0.313,1.8,0.125,0.15,0.012,0.008,2500,0.9,0.00033605
2.13E+11,0.29,1.2,0.15,0.15,0.012,0.008,2500,0.6,6.55E-05
2.40E+11,0.287,1.2,0.175,0.15,0.012,0.008,2500,0.6,4.03E-05
2.10E+11,0.3,3.6,0.175,0.15,0.012,0.008,2500,1.8,0.0010567
2.35E+11,0.313,3,0.2,0.15,0.012,0.008,2500,1.5,0.00040118
2.00E+11,0.287,3,0.1,0.175,0.012,0.008,2500,1.5,0.0024653
2.13E+11,0.303,2.4,0.125,0.175,0.012,0.008,2500,1.2,0.00067567
2.40E+11,0.3,1.8,0.15,0.175,0.012,0.008,2500,0.9,0.00016694
2.10E+11,0.29,1.2,0.175,0.175,0.012,0.008,2500,0.6,4.40E-05
2.35E+11,0.287,1.2,0.2,0.175,0.012,0.008,2500,0.6,2.88E-05
2.00E+11,0.3,3.6,0.2,0.175,0.012,0.008,2500,1.8,0.00073353
2.13E+11,0.313,3,0.1,0.2,0.012,0.008,2500,1.5,0.0021969
2.40E+11,0.29,2.4,0.125,0.2,0.012,0.008,2500,1.2,0.00056702
2.10E+11,0.303,2.4,0.15,0.2,0.012,0.008,2500,1.2,0.00040833
2.35E+11,0.3,1.8,0.175,0.2,0.012,0.008,2500,0.9,0.00011108
2.00E+11,0.29,1.2,0.2,0.2,0.012,0.008,2500,0.6,3.29E-05
2.13E+11,0.287,1.2,0.1,0.075,0.006,0.009,2500,0.6,0.00039478
2.40E+11,0.303,3.6,0.1,0.075,0.006,0.009,2500,1.8,0.0085872
2.10E+11,0.313,3,0.125,0.075,0.006,0.009,2500,1.5,0.0034675
2.35E+11,0.29,2.4,0.15,0.075,0.006,0.009,2500,1.2,0.0010885
2.00E+11,0.303,2.4,0.175,0.075,0.006,0.009,2500,1.2,0.00093009
2.13E+11,0.3,1.8,0.2,0.075,0.006,0.009,2500,0.9,0.00028471
2.40E+11,0.313,1.2,0.1,0.1,0.006,0.009,2500,0.6,0.00029833
2.10E+11,0.287,1.2,0.125,0.1,0.006,0.009,2500,0.6,0.00020577
2.35E+11,0.303,3.6,0.125,0.1,0.006,0.009,2500,1.8,0.004231
2.00E+11,0.313,3,0.15,0.1,0.006,0.009,2500,1.5,0.0019239
2.13E+11,0.29,2.4,0.175,0.1,0.006,0.009,2500,1.2,0.00067552
2.40E+11,0.287,2.4,0.2,0.1,0.006,0.009,2500,1.2,0.00045245
2.10E+11,0.3,1.8,0.1,0.125,0.006,0.009,2500,0.9,0.00094786
2.35E+11,0.313,1.2,0.125,0.125,0.006,0.009,2500,0.6,0.00016543
2.00E+11,0.287,1.2,0.15,0.125,0.006,0.009,2500,0.6,0.00013024
2.13E+11,0.303,3.6,0.15,0.125,0.006,0.009,2500,1.8,0.0026159
2.40E+11,0.3,3,0.175,0.125,0.006,0.009,2500,1.5,0.00096103
2.10E+11,0.29,2.4,0.2,0.125,0.006,0.009,2500,1.2,0.00043304
2.35E+11,0.287,2.4,0.1,0.15,0.006,0.009,2500,1.2,0.0017865
2.00E+11,0.3,1.8,0.125,0.15,0.006,0.009,2500,0.9,0.00053176
2.13E+11,0.313,1.2,0.15,0.15,0.006,0.009,2500,0.6,0.00011392
2.40E+11,0.29,3.6,0.15,0.15,0.006,0.009,2500,1.8,0.0020694
2.10E+11,0.303,3.6,0.175,0.15,0.006,0.009,2500,1.8,0.0016436
