E,v,L,w1,w2,t1,t2,P,x,yout
2.10E+11,0.287,1.8,0.175,0.075,0.008,0.006,4500,0.9,0.00070926
2.35E+11,0.303,1.2,0.2,0.075,0.008,0.006,4500,0.6,0.00010399
2.00E+11,0.313,3.6,0.2,0.075,0.008,0.006,4500,0.6,0.00010399
2.13E+11,0.29,3,0.1,0.1,0.008,0.006,4500,1.5,0.0077209
2.40E+11,0.287,3,0.125,0.1,0.008,0.006,4500,1.5,0.0040012
2.10E+11,0.3,2.4,0.15,0.1,0.008,0.006,4500,1.2,0.0015429
2.35E+11,0.313,1.8,0.175,0.1,0.008,0.006,4500,0.9,0.00041261
2.00E+11,0.287,1.8,0.2,0.1,0.008,0.006,4500,0.9,0.00041261
2.13E+11,0.303,1.2,0.1,0.125,0.008,0.006,4500,0.6,0.00048372
2.40E+11,0.3,3.6,0.1,0.125,0.008,0.006,4500,1.8,0.010433
2.10E+11,0.29,3,0.125,0.125,0.008,0.006,4500,1.5,0.0039833
2.35E+11,0.287,3,0.15,0.125,0.008,0.006,4500,1.5,0.0039833
2.00E+11,0.3,2.4,0.175,0.125,0.008,0.006,4500,1.2,0.00097454
2.13E+11,0.313,1.8,0.2,0.125,0.008,0.006,4500,0.9,0.00029016
2.40E+11,0.29,1.2,0.1,0.15,0.008,0.006,4500,0.9,0.00029016
2.10E+11,0.303,1.2,0.125,0.15,0.008,0.006,4500,0.6,0.00026766
2.35E+11,0.3,3.6,0.125,0.15,0.008,0.006,4500,0.6,0.00026766
2.00E+11,0.29,3,0.15,0.15,0.008,0.006,4500,1.5,0.0024205
2.13E+11,0.287,3,0.175,0.15,0.008,0.006,4500,1.5,0.0024205
2.40E+11,0.303,2.4,0.2,0.15,0.008,0.006,4500,1.2,0.00053136
2.10E+11,0.313,1.8,0.1,0.175,0.008,0.006,4500,0.9,0.0013507
2.35E+11,0.29,1.2,0.125,0.175,0.008,0.006,4500,0.6,0.00022705
2.00E+11,0.303,1.2,0.15,0.175,0.008,0.006,4500,0.6,0.00022705
2.13E+11,0.3,3.6,0.15,0.175,0.008,0.006,4500,1.8,0.0035776
2.40E+11,0.313,3,0.175,0.175,0.008,0.006,4500,1.5,0.0012776
2.10E+11,0.287,3,0.2,0.175,0.008,0.006,4500,1.5,0.0010594
2.35E+11,0.303,2.4,0.1,0.2,0.008,0.006,4500,1.2,0.0026302
2.00E+11,0.313,1.8,0.125,0.2,0.008,0.006,4500,0.9,0.00076982
2.13E+11,0.29,1.2,0.15,0.2,0.008,0.006,4500,0.6,0.00015751
2.40E+11,0.287,1.2,0.175,0.2,0.008,0.006,4500,0.6,9.83E-05
2.10E+11,0.3,3.6,0.175,0.2,0.008,0.006,4500,0.6,9.83E-05
2.35E+11,0.313,3,0.2,0.2,0.008,0.006,4500,1.5,0.00088187
2.00E+11,0.287,3,0.1,0.075,0.009,0.006,4500,1.5,0.00088187
2.13E+11,0.303,2.4,0.125,0.075,0.009,0.006,4500,1.2,0.0026098
2.40E+11,0.3,1.8,0.15,0.075,0.009,0.006,4500,0.9,0.00064309
2.10E+11,0.29,1.2,0.175,0.075,0.009,0.006,4500,0.6,0.00014702
2.35E+11,0.287,1.2,0.2,0.075,0.009,0.006,4500,0.6,9.26E-05
2.00E+11,0.3,3.6,0.2,0.075,0.009,0.006,4500,1.8,0.0033381
2.13E+11,0.313,3,0.1,0.1,0.009,0.006,4500,1.5,0.0071115
2.40E+11,0.29,2.4,0.125,0.1,0.009,0.006,4500,1.2,0.0018939
2.10E+11,0.303,2.4,0.15,0.1,0.009,0.006,4500,1.2,0.0014096
2.35E+11,0.3,1.8,0.175,0.1,0.009,0.006,4500,0.9,0.00037384
2.00E+11,0.29,1.2,0.2,0.1,0.009,0.006,4500,0.9,0.00037384
2.13E+11,0.287,1.2,0.1,0.125,0.009,0.006,4500,0.6,0.00044179
2.40E+11,0.303,3.6,0.1,0.125,0.009,0.006,4500,1.8,0.0096286
2.10E+11,0.313,3,0.125,0.125,0.009,0.006,4500,1.5,0.0036661
2.35E+11,0.29,2.4,0.15,0.125,0.009,0.006,4500,1.2,0.0010907
2.00E+11,0.303,2.4,0.175,0.125,0.009,0.006,4500,1.2,0.00088943
2.13E+11,0.3,1.8,0.2,0.125,0.009,0.006,4500,0.9,0.00026222
2.40E+11,0.313,1.2,0.1,0.15,0.009,0.006,4500,0.6,0.00036761
2.10E+11,0.287,1.2,0.125,0.15,0.009,0.006,4500,0.6,0.00024307
2.35E+11,0.303,3.6,0.125,0.15,0.009,0.006,4500,1.8,0.0050981
2.00E+11,0.313,3,0.15,0.15,0.009,0.006,4500,1.5,0.0022254
2.13E+11,0.29,2.4,0.175,0.15,0.009,0.006,4500,1.2,0.00074921
2.40E+11,0.287,2.4,0.2,0.15,0.009,0.006,4500,1.2,0.00048379
2.10E+11,0.3,1.8,0.1,0.175,0.009,0.006,4500,0.9,0.0012427
2.35E+11,0.313,1.2,0.125,0.175,0.009,0.006,4500,0.6,0.00020736
2.00E+11,0.287,1.2,0.15,0.175,0.009,0.006,4500,0.6,0.00020736
2.13E+11,0.303,3.6,0.15,0.175,0.009,0.006,4500,1.8,0.0032948
2.40E+11,0.3,3,0.175,0.175,0.009,0.006,4500,1.5,0.0011715
2.10E+11,0.29,2.4,0.2,0.175,0.009,0.006,4500,1.2,0.00050834
2.35E+11,0.287,2.4,0.1,0.2,0.009,0.006,4500,1.2,0.002426
2.00E+11,0.3,1.8,0.125,0.2,0.009,0.006,4500,0.9,0.0007059
2.13E+11,0.313,1.2,0.15,0.2,0.009,0.006,4500,0.6,0.00014319
2.40E+11,0.29,3.6,0.15,0.2,0.009,0.006,4500,1.8,0.0027406
2.10E+11,0.303,3.6,0.175,0.2,0.009,0.006,4500,1.8,0.0021306
2.35E+11,0.3,3,0.2,0.2,0.009,0.006,4500,1.8,0.0021306
2.00E+11,0.29,2.4,0.1,0.075,0.01,0.006,4500,1.2,0.0043084
2.13E+11,0.287,2.4,0.125,0.075,0.01,0.006,4500,1.2,0.0024001
2.40E+11,0.303,1.8,0.15,0.075,0.01,0.006,4500,1.2,0.0024001
2.10E+11,0.313,1.2,0.175,0.075,0.01,0.006,4500,0.6,0.00013293
2.35E+11,0.29,3.6,0.175,0.075,0.01,0.006,4500,1.8,0.0034707
2.00E+11,0.303,3.6,0.2,0.075,0.01,0.006,4500,1.8,0.0030473
2.13E+11,0.3,3,0.1,0.1,0.01,0.006,4500,1.8,0.0030473
2.40E+11,0.313,2.4,0.125,0.1,0.01,0.006,4500,1.2,0.0017499
2.10E+11,0.287,2.4,0.15,0.1,0.01,0.006,4500,1.2,0.0017499
2.35E+11,0.303,1.8,0.175,0.1,0.01,0.006,4500,0.9,0.00034207
2.00E+11,0.313,1.2,0.2,0.1,0.01,0.006,4500,0.9,0.00034207
2.13E+11,0.29,3.6,0.2,0.1,0.01,0.006,4500,1.8,0.0022354
2.40E+11,0.287,3.6,0.1,0.125,0.01,0.006,4500,1.8,0.0022354
2.10E+11,0.3,3,0.125,0.125,0.01,0.006,4500,1.5,0.0033963
2.35E+11,0.313,2.4,0.15,0.125,0.01,0.006,4500,1.2,0.0010072
2.00E+11,0.287,2.4,0.175,0.125,0.01,0.006,4500,1.2,0.0010072
2.13E+11,0.303,1.8,0.2,0.125,0.01,0.006,4500,0.9,0.0002396
2.40E+11,0.3,1.2,0.1,0.15,0.01,0.006,4500,0.6,0.00033894
2.10E+11,0.29,3.6,0.1,0.15,0.01,0.006,4500,0.6,0.00033894
2.35E+11,0.287,3.6,0.125,0.15,0.01,0.006,4500,1.8,0.0047326
2.00E+11,0.3,3,0.15,0.15,0.01,0.006,4500,1.5,0.0020595
2.13E+11,0.313,2.4,0.175,0.15,0.01,0.006,4500,1.2,0.00069111
2.40E+11,0.29,1.8,0.2,0.15,0.01,0.006,4500,0.9,0.00019356
2.10E+11,0.303,1.8,0.1,0.175,0.01,0.006,4500,0.9,0.00019356
2.35E+11,0.3,1.2,0.125,0.175,0.01,0.006,4500,0.6,0.00019024
2.00E+11,0.29,3.6,0.125,0.175,0.01,0.006,4500,1.8,0.0051677
2.13E+11,0.287,3.6,0.15,0.175,0.01,0.006,4500,1.8,0.0051677
2.40E+11,0.303,3,0.175,0.175,0.01,0.006,4500,1.5,0.0010834
2.10E+11,0.313,2.4,0.2,0.175,0.01,0.006,4500,1.2,0.0004683
2.35E+11,0.29,1.8,0.1,0.2,0.01,0.006,4500,1.2,0.0004683
2.00E+11,0.303,1.8,0.125,0.2,0.01,0.006,4500,0.9,0.00065353
2.13E+11,0.3,1.2,0.15,0.2,0.01,0.006,4500,0.9,0.00065353
2.40E+11,0.313,3.6,0.15,0.2,0.01,0.006,4500,1.8,0.0025461
2.10E+11,0.287,3.6,0.175,0.2,0.01,0.006,4500,1.8,0.0019736
2.35E+11,0.303,3,0.2,0.2,0.01,0.006,4500,1.5,0.00074558
2.00E+11,0.313,2.4,0.1,0.075,0.011,0.006,4500,1.2,0.0039995
2.13E+11,0.29,1.8,0.125,0.075,0.011,0.006,4500,0.9,0.00093627
2.40E+11,0.287,1.8,0.15,0.075,0.011,0.006,4500,0.9,0.00054143
2.10E+11,0.3,1.2,0.175,0.075,0.011,0.006,4500,0.6,0.00012149
2.35E+11,0.313,3.6,0.175,0.075,0.011,0.006,4500,1.8,0.0031942
2.00E+11,0.287,3.6,0.2,0.075,0.011,0.006,4500,1.8,0.0027988
2.13E+11,0.303,3,0.1,0.1,0.011,0.006,4500,1.5,0.0061474
2.40E+11,0.3,2.4,0.125,0.1,0.011,0.006,4500,1.2,0.0016257
2.10E+11,0.29,1.8,0.15,0.1,0.011,0.006,4500,0.9,0.00051073
2.35E+11,0.287,1.8,0.175,0.1,0.011,0.006,4500,0.9,0.00031537
2.00E+11,0.3,1.2,0.2,0.1,0.011,0.006,4500,0.6,7.89E-05
2.13E+11,0.313,3.6,0.2,0.1,0.011,0.006,4500,1.8,0.0020662
2.40E+11,0.29,3,0.1,0.125,0.011,0.006,4500,1.5,0.0048621
2.10E+11,0.303,3,0.125,0.125,0.011,0.006,4500,1.5,0.0031661
2.35E+11,0.3,2.4,0.15,0.125,0.011,0.006,4500,1.2,0.00093526
2.00E+11,0.29,1.8,0.175,0.125,0.011,0.006,4500,0.9,0.00032502
2.13E+11,0.287,1.8,0.2,0.125,0.011,0.006,4500,0.9,0.00022065
2.40E+11,0.303,1.2,0.1,0.15,0.011,0.006,4500,0.6,0.00031522
2.10E+11,0.313,3.6,0.1,0.15,0.011,0.006,4500,0.6,0.00031522
2.35E+11,0.29,3,0.125,0.15,0.011,0.006,4500,1.5,0.0025762
2.00E+11,0.303,3,0.15,0.15,0.011,0.006,4500,1.5,0.0019186
2.13E+11,0.3,2.4,0.175,0.15,0.011,0.006,4500,1.2,0.00064108
2.40E+11,0.313,1.8,0.2,0.15,0.011,0.006,4500,1.2,0.00064108
2.10E+11,0.287,1.8,0.1,0.175,0.011,0.006,4500,0.9,0.0010766
2.35E+11,0.303,1.2,0.125,0.175,0.011,0.006,4500,0.6,0.00017628
2.00E+11,0.313,3.6,0.125,0.175,0.011,0.006,4500,1.8,0.004834
2.13E+11,0.29,3,0.15,0.175,0.011,0.006,4500,1.5,0.0016665
2.40E+11,0.287,3,0.175,0.175,0.011,0.006,4500,1.5,0.0010078
2.10E+11,0.3,2.4,0.2,0.175,0.011,0.006,4500,1.2,0.00043377
2.35E+11,0.313,1.8,0.1,0.2,0.011,0.006,4500,0.9,0.00091934
2.00E+11,0.287,1.8,0.125,0.2,0.011,0.006,4500,0.9,0.00060834
2.13E+11,0.303,1.2,0.15,0.2,0.011,0.006,4500,0.6,0.00012066
2.40E+11,0.3,3.6,0.15,0.2,0.011,0.006,4500,1.8,0.0023776
2.10E+11,0.29,3,0.175,0.2,0.011,0.006,4500,1.5,0.001079
2.35E+11,0.287,3,0.2,0.2,0.011,0.006,4500,1.5,0.00069274
2.00E+11,0.3,2.4,0.1,0.075,0.012,0.006,4500,1.2,0.0037285
2.13E+11,0.313,1.8,0.125,0.075,0.012,0.006,4500,0.9,0.00086916
2.40E+11,0.29,1.2,0.15,0.075,0.012,0.006,4500,0.6,0.00014538
2.10E+11,0.303,1.2,0.175,0.075,0.012,0.006,4500,0.6,0.00011177
2.35E+11,0.3,3.6,0.175,0.075,0.012,0.006,4500,1.8,0.0029538
2.00E+11,0.29,3,0.2,0.075,0.012,0.006,4500,1.5,0.0014781
2.13E+11,0.287,3,0.1,0.1,0.012,0.006,4500,1.5,0.0057582
2.40E+11,0.303,2.4,0.125,0.1,0.012,0.006,4500,1.2,0.0015183
2.10E+11,0.313,1.8,0.15,0.1,0.012,0.006,4500,1.2,0.0015183
2.35E+11,0.29,1.2,0.175,0.1,0.012,0.006,4500,0.6,8.73E-05
2.00E+11,0.303,1.2,0.2,0.1,0.012,0.006,4500,0.6,7.27E-05
2.13E+11,0.3,3.6,0.2,0.1,0.012,0.006,4500,1.8,0.0019202
2.40E+11,0.313,3,0.1,0.125,0.012,0.006,4500,1.5,0.0045663
2.10E+11,0.287,3,0.125,0.125,0.012,0.006,4500,1.5,0.0029652
2.35E+11,0.303,2.4,0.15,0.125,0.012,0.006,4500,1.2,0.00087351
2.00E+11,0.313,1.8,0.175,0.125,0.012,0.006,4500,0.9,0.00030237
2.13E+11,0.29,1.2,0.2,0.125,0.012,0.006,4500,0.6,6.33E-05
2.40E+11,0.287,1.2,0.1,0.15,0.012,0.006,4500,0.6,0.0002944
2.10E+11,0.3,3.6,0.1,0.15,0.012,0.006,4500,1.8,0.0082638
2.35E+11,0.313,3,0.125,0.15,0.012,0.006,4500,1.5,0.002418
2.00E+11,0.287,3,0.15,0.15,0.012,0.006,4500,1.5,0.0017959
2.13E+11,0.303,2.4,0.175,0.15,0.012,0.006,4500,1.2,0.00059839
2.40E+11,0.3,1.8,0.2,0.15,0.012,0.006,4500,0.9,0.00016588
2.10E+11,0.29,1.2,0.1,0.175,0.012,0.006,4500,0.6,0.00032065
2.35E+11,0.287,1.2,0.125,0.175,0.012,0.006,4500,0.6,0.00016403
2.00E+11,0.3,3.6,0.125,0.175,0.012,0.006,4500,1.8,0.0045411
2.13E+11,0.313,3,0.15,0.175,0.012,0.006,4500,1.5,0.0015631
2.40E+11,0.29,2.4,0.175,0.175,0.012,0.006,4500,1.2,0.00049136
2.10E+11,0.303,2.4,0.2,0.175,0.012,0.006,4500,1.2,0.00040451
2.35E+11,0.3,1.8,0.1,0.2,0.012,0.006,4500,0.9,0.00086316
2.00E+11,0.29,1.2,0.125,0.2,0.012,0.006,4500,0.6,0.00018579
2.13E+11,0.287,1.2,0.15,0.2,0.012,0.006,4500,0.6,0.00011186
2.40E+11,0.303,3.6,0.15,0.2,0.012,0.006,4500,1.8,0.0022323
2.10E+11,0.313,3,0.175,0.2,0.012,0.006,4500,1.5,0.0010113
2.35E+11,0.29,2.4,0.2,0.2,0.012,0.006,4500,1.2,0.00033936
2.00E+11,0.303,2.4,0.1,0.075,0.006,0.007,4500,1.2,0.0059891
2.13E+11,0.3,1.8,0.125,0.075,0.006,0.007,4500,0.9,0.0014623
2.40E+11,0.313,1.2,0.15,0.075,0.006,0.007,4500,0.6,0.00026967
2.10E+11,0.287,1.2,0.175,0.075,0.006,0.007,4500,0.6,0.00021711
2.35E+11,0.303,3.6,0.175,0.075,0.006,0.007,4500,1.8,0.0050399
2.00E+11,0.313,3,0.2,0.075,0.006,0.007,4500,1.5,0.0026006
2.13E+11,0.29,2.4,0.1,0.1,0.006,0.007,4500,1.2,0.0046529
2.40E+11,0.287,2.4,0.125,0.1,0.006,0.007,4500,1.2,0.0024343
2.10E+11,0.3,1.8,0.15,0.1,0.006,0.007,4500,0.9,0.00080216
2.35E+11,0.313,1.2,0.175,0.1,0.006,0.007,4500,0.6,0.00016531
2.00E+11,0.287,1.2,0.2,0.1,0.006,0.007,4500,0.6,0.00014354
2.13E+11,0.303,3.6,0.2,0.1,0.006,0.007,4500,1.8,0.0032058
2.40E+11,0.3,3,0.1,0.125,0.006,0.007,4500,1.5,0.0070485
2.10E+11,0.29,2.4,0.125,0.125,0.006,0.007,4500,1.2,0.0024225
2.35E+11,0.287,2.4,0.15,0.125,0.006,0.007,4500,1.2,0.0014105
2.00E+11,0.3,1.8,0.175,0.125,0.006,0.007,4500,1.2,0.0014105
2.13E+11,0.313,1.2,0.2,0.125,0.006,0.007,4500,0.6,0.00012326
2.40E+11,0.29,3.6,0.2,0.125,0.006,0.007,4500,1.8,0.0023536
2.10E+11,0.303,3.6,0.1,0.15,0.006,0.007,4500,1.8,0.01265
2.35E+11,0.3,3,0.125,0.15,0.006,0.007,4500,1.5,0.0037567
2.00E+11,0.29,2.4,0.15,0.15,0.006,0.007,4500,1.2,0.0014896
2.13E+11,0.287,2.4,0.175,0.15,0.006,0.007,4500,1.2,0.00097709
2.40E+11,0.303,1.8,0.2,0.15,0.006,0.007,4500,0.9,0.00029006
2.10E+11,0.313,1.2,0.1,0.175,0.006,0.007,4500,0.6,0.00052229
2.35E+11,0.29,3.6,0.1,0.175,0.006,0.007,4500,1.8,0.010578
2.00E+11,0.303,3.6,0.125,0.175,0.006,0.007,4500,1.8,0.0069855
2.13E+11,0.3,3,0.15,0.175,0.006,0.007,4500,1.5,0.0024488
2.40E+11,0.313,2.4,0.175,0.175,0.006,0.007,4500,1.2,0.0007981
2.10E+11,0.287,2.4,0.2,0.175,0.006,0.007,4500,1.2,0.00066954
2.35E+11,0.303,1.8,0.1,0.2,0.006,0.007,4500,0.9,0.0013508
2.00E+11,0.313,1.2,0.125,0.2,0.006,0.007,4500,0.6,0.00031334
2.13E+11,0.29,3.6,0.125,0.2,0.006,0.007,4500,1.8,0.0061793
2.40E+11,0.287,3.6,0.15,0.2,0.006,0.007,4500,1.8,0.0034532
2.10E+11,0.3,3,0.175,0.2,0.006,0.007,4500,1.5,0.0015998
2.35E+11,0.313,2.4,0.2,0.2,0.006,0.007,4500,1.2,0.00055984
2.00E+11,0.287,2.4,0.1,0.075,0.007,0.007,4500,1.2,0.0054024
2.13E+11,0.303,1.8,0.125,0.075,0.007,0.007,4500,0.9,0.0013068
2.40E+11,0.3,1.2,0.15,0.075,0.007,0.007,4500,0.6,0.00023503
2.10E+11,0.29,3.6,0.15,0.075,0.007,0.007,4500,1.8,0.0069804
2.35E+11,0.287,3.6,0.175,0.075,0.007,0.007,4500,1.8,0.0045009
2.00E+11,0.3,3,0.2,0.075,0.007,0.007,4500,1.5,0.002306
2.13E+11,0.313,2.4,0.1,0.1,0.007,0.007,4500,1.2,0.0042085
2.40E+11,0.29,1.8,0.125,0.1,0.007,0.007,4500,0.9,0.00094939
2.10E+11,0.303,1.8,0.15,0.1,0.007,0.007,4500,0.9,0.00071471
2.35E+11,0.3,1.2,0.175,0.1,0.007,0.007,4500,0.6,0.00014309
2.00E+11,0.29,3.6,0.175,0.1,0.007,0.007,4500,1.8,0.0040779
2.13E+11,0.287,3.6,0.2,0.1,0.007,0.007,4500,1.8,0.002867
2.40E+11,0.303,3,0.1,0.125,0.007,0.007,4500,1.5,0.0063806
2.10E+11,0.313,2.4,0.125,0.125,0.007,0.007,4500,1.2,0.0021868
2.35E+11,0.29,1.8,0.15,0.125,0.007,0.007,4500,0.9,0.00055644
2.00E+11,0.303,1.8,0.175,0.125,0.007,0.007,4500,0.9,0.00045977
2.13E+11,0.3,1.2,0.2,0.125,0.007,0.007,4500,0.6,0.00010595
2.40E+11,0.313,3.6,0.2,0.125,0.007,0.007,4500,1.8,0.0021131
2.10E+11,0.287,3.6,0.1,0.15,0.007,0.007,4500,1.8,0.011447
2.35E+11,0.303,3,0.125,0.15,0.007,0.007,4500,1.5,0.0033959
2.00E+11,0.313,2.4,0.15,0.15,0.007,0.007,4500,1.2,0.0013416
2.13E+11,0.29,1.8,0.175,0.15,0.007,0.007,4500,0.9,0.00039057
2.40E+11,0.287,1.8,0.2,0.15,0.007,0.007,4500,0.9,0.00025572
2.10E+11,0.3,1.2,0.1,0.175,0.007,0.007,4500,0.6,0.00046653
2.35E+11,0.313,3.6,0.1,0.175,0.007,0.007,4500,1.8,0.009571
2.00E+11,0.287,3.6,0.125,0.175,0.007,0.007,4500,1.8,0.0063157
2.13E+11,0.303,3,0.15,0.175,0.007,0.007,4500,1.5,0.0022099
2.40E+11,0.3,2.4,0.175,0.175,0.007,0.007,4500,1.2,0.00071501
2.10E+11,0.29,1.8,0.2,0.175,0.007,0.007,4500,0.9,0.00027156
2.35E+11,0.287,1.8,0.1,0.2,0.007,0.007,4500,0.9,0.001214
2.00E+11,0.3,1.2,0.125,0.2,0.007,0.007,4500,0.6,0.00027807
2.13E+11,0.313,3.6,0.125,0.2,0.007,0.007,4500,1.8,0.00559
2.40E+11,0.29,3,0.15,0.2,0.007,0.007,4500,1.5,0.0018379
2.10E+11,0.303,3,0.175,0.2,0.007,0.007,4500,1.5,0.0014409
2.35E+11,0.3,2.4,0.2,0.2,0.007,0.007,4500,1.2,0.00049983
2.00E+11,0.29,1.8,0.1,0.075,0.008,0.007,4500,0.9,0.0021032
2.13E+11,0.287,1.8,0.125,0.075,0.008,0.007,4500,0.9,0.0011813
2.40E+11,0.303,1.2,0.15,0.075,0.008,0.007,4500,0.6,0.00020849
2.10E+11,0.313,3.6,0.15,0.075,0.008,0.007,4500,1.8,0.0063301
2.35E+11,0.29,3,0.175,0.075,0.008,0.007,4500,1.5,0.0023472
2.00E+11,0.303,3,0.2,0.075,0.008,0.007,4500,1.5,0.0020711
2.13E+11,0.3,2.4,0.1,0.1,0.008,0.007,4500,1.2,0.0038457
2.40E+11,0.313,1.8,0.125,0.1,0.008,0.007,4500,0.9,0.00086228
2.10E+11,0.287,1.8,0.15,0.1,0.008,0.007,4500,0.9,0.00064444
2.35E+11,0.303,1.2,0.175,0.1,0.008,0.007,4500,0.6,0.00012631
2.00E+11,0.313,3.6,0.175,0.1,0.008,0.007,4500,1.8,0.0037036
2.13E+11,0.29,3,0.2,0.1,0.008,0.007,4500,1.5,0.0015033
2.40E+11,0.287,3,0.1,0.125,0.008,0.007,4500,1.5,0.0058422
2.10E+11,0.3,2.4,0.125,0.125,0.008,0.007,4500,1.2,0.001994
2.35E+11,0.313,1.8,0.15,0.125,0.008,0.007,4500,0.9,0.00050392
2.00E+11,0.287,1.8,0.175,0.125,0.008,0.007,4500,0.9,0.00041296
2.13E+11,0.303,1.2,0.2,0.125,0.008,0.007,4500,0.6,9.30E-05
2.40E+11,0.3,3.6,0.2,0.125,0.008,0.007,4500,1.8,0.0019178
2.10E+11,0.29,3,0.1,0.15,0.008,0.007,4500,1.5,0.0061202
2.35E+11,0.287,3,0.125,0.15,0.008,0.007,4500,1.5,0.0031045
2.00E+11,0.3,2.4,0.15,0.15,0.008,0.007,4500,1.2,0.0012202
2.13E+11,0.313,1.8,0.175,0.15,0.008,0.007,4500,0.9,0.00035253
2.40E+11,0.29,1.2,0.2,0.15,0.008,0.007,4500,0.6,7.78E-05
2.10E+11,0.303,1.2,0.1,0.175,0.008,0.007,4500,0.6,0.00042333
2.35E+11,0.3,3.6,0.1,0.175,0.008,0.007,4500,1.8,0.008767
2.00E+11,0.29,3,0.125,0.175,0.008,0.007,4500,1.5,0.0033866
2.13E+11,0.287,3,0.15,0.175,0.008,0.007,4500,1.5,0.0020166
2.40E+11,0.303,2.4,0.175,0.175,0.008,0.007,4500,1.2,0.00064918
2.10E+11,0.313,1.8,0.2,0.175,0.008,0.007,4500,0.9,0.00024424
2.35E+11,0.29,1.2,0.1,0.2,0.008,0.007,4500,0.6,0.00036336
2.00E+11,0.303,1.2,0.125,0.2,0.008,0.007,4500,0.6,0.00025088
2.13E+11,0.3,3.6,0.125,0.2,0.008,0.007,4500,1.8,0.0051162
2.40E+11,0.313,3,0.15,0.2,0.008,0.007,4500,1.5,0.0016806
2.10E+11,0.287,3,0.175,0.2,0.008,0.007,4500,1.5,0.0013122
2.35E+11,0.303,2.4,0.2,0.2,0.008,0.007,4500,1.2,0.00045254
2.00E+11,0.313,1.8,0.1,0.075,0.009,0.007,4500,0.9,0.0019305
2.13E+11,0.29,1.2,0.125,0.075,0.009,0.007,4500,0.6,0.00032587
2.40E+11,0.287,1.2,0.15,0.075,0.009,0.007,4500,0.6,0.00018742
2.10E+11,0.3,3.6,0.15,0.075,0.009,0.007,4500,1.8,0.0057884
2.35E+11,0.313,3,0.175,0.075,0.009,0.007,4500,1.5,0.0021363
2.00E+11,0.287,3,0.2,0.075,0.009,0.007,4500,1.5,0.0018795
2.13E+11,0.303,2.4,0.1,0.1,0.009,0.007,4500,1.2,0.0035462
2.40E+11,0.3,1.8,0.125,0.1,0.009,0.007,4500,0.9,0.00078944
2.10E+11,0.29,1.2,0.15,0.1,0.009,0.007,4500,0.6,0.00018291
2.35E+11,0.287,1.2,0.175,0.1,0.009,0.007,4500,0.6,0.00011301
2.00E+11,0.3,3.6,0.175,0.1,0.009,0.007,4500,1.8,0.0033928
2.13E+11,0.313,3,0.2,0.1,0.009,0.007,4500,1.5,0.001371
2.40E+11,0.29,2.4,0.1,0.125,0.009,0.007,4500,1.2,0.0027956
2.10E+11,0.303,2.4,0.125,0.125,0.009,0.007,4500,1.2,0.0018359
2.35E+11,0.3,1.8,0.15,0.125,0.009,0.007,4500,0.9,0.00045996
2.00E+11,0.29,1.2,0.175,0.125,0.009,0.007,4500,0.6,0.00012105
2.13E+11,0.287,1.2,0.2,0.125,0.009,0.007,4500,0.6,8.28E-05
2.40E+11,0.303,3.6,0.2,0.125,0.009,0.007,4500,1.8,0.0017572
2.10E+11,0.313,3,0.1,0.15,0.009,0.007,4500,1.5,0.0056622
2.35E+11,0.29,2.4,0.125,0.15,0.009,0.007,4500,1.2,0.001492
2.00E+11,0.303,2.4,0.15,0.15,0.009,0.007,4500,1.2,0.0011213
2.13E+11,0.3,1.8,0.175,0.15,0.009,0.007,4500,0.9,0.00032061
2.40E+11,0.313,1.2,0.2,0.15,0.009,0.007,4500,0.6,6.98E-05
2.10E+11,0.287,1.2,0.1,0.175,0.009,0.007,4500,0.6,0.00038727
2.35E+11,0.303,3.6,0.1,0.175,0.009,0.007,4500,1.8,0.0081122
2.00E+11,0.313,3,0.125,0.175,0.009,0.007,4500,1.5,0.0031297
2.13E+11,0.29,2.4,0.15,0.175,0.009,0.007,4500,1.2,0.00097419
2.40E+11,0.287,2.4,0.175,0.175,0.009,0.007,4500,1.2,0.00059452
2.10E+11,0.3,1.8,0.2,0.175,0.009,0.007,4500,0.9,0.00022126
2.35E+11,0.313,1.2,0.1,0.2,0.009,0.007,4500,0.6,0.00033408
2.00E+11,0.287,1.2,0.125,0.2,0.009,0.007,4500,0.6,0.0002281
2.13E+11,0.303,3.6,0.125,0.2,0.009,0.007,4500,1.8,0.00473
2.40E+11,0.3,3,0.15,0.2,0.009,0.007,4500,1.5,0.0015486
2.10E+11,0.29,2.4,0.175,0.2,0.009,0.007,4500,1.2,0.00063768
2.35E+11,0.287,2.4,0.2,0.2,0.009,0.007,4500,1.2,0.00041329
2.00E+11,0.3,1.8,0.1,0.075,0.01,0.007,4500,0.9,0.0017831
2.13E+11,0.313,1.2,0.125,0.075,0.01,0.007,4500,0.6,0.00029813
2.40E+11,0.29,3.6,0.125,0.075,0.01,0.007,4500,1.8,0.0070017
2.10E+11,0.303,3.6,0.15,0.075,0.01,0.007,4500,1.8,0.0053288
2.35E+11,0.3,3,0.175,0.075,0.01,0.007,4500,1.5,0.0019591
2.00E+11,0.29,2.4,0.2,0.075,0.01,0.007,4500,1.2,0.00086636
2.13E+11,0.287,2.4,0.1,0.1,0.01,0.007,4500,1.2,0.0032916
2.40E+11,0.303,1.8,0.125,0.1,0.01,0.007,4500,0.9,0.00072886
